UUID,Title,Image,Synopsis,Author,Duration,Guidance,Quote,Cited,Supplemental,Video
319EC8FF-B0FF-4055-B06E-3D99E3A35A7B,Granny Goes to Hooterville,Granny-goes-to-hooterville.jpg,Granny goes back to the hills to take care of a newborn baby,Buddy Atkinson & Dick Wesson,20:55,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
5BFB2826-1715-45FA-9838-AB5B24FB4D0B,Back to the Hills,Back-to-The-Hills.jpg,Granny wants to return to the hills to find Elly May a husband.,Paul Henning & Dick Wesson,20:47,PG,"""I'll get you a bowl Miss Jane. I'm glad to see somebody else getting' some cereal. Jed has been stuffin' hisself all mornin'.""",Granny,,https://www.youtube.com/watch?v=XQu8TTBmGhA
8AE06C6D-064B-4A33-8115-4CE6814588CA,The Hills of Home,The-Hills-of-Home.jpg,"The Clampetts travel to the hills and meet up with nemesis Elverna Bradshaw, who makes a bet with Granny that her daughter will be married before Elly May.",Paul Henning & Dick Wesson,20:36,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
431515C1-BACE-47FC-9F85-772070234AF7,Silver Dollar City Fair,Silver-Dollar-City-Fair.jpg,Granny goes to great lengths to get Elly a husband.,Paul Henning & Dick Wesson,20:45,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
91D010B2-52BB-460C-B63C-950ED876C15B,Jane Finds Elly a Man,Jane-Finds-Elly-a-Man.jpg,Miss Jane discovers a prospective husband for Elly May while birdwatching.,Paul Henning & Dick Wesson,20:44,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
3A62DFCB-8DC1-42CE-9F99-6317510FA905,Wedding Plans,Wedding-Plans.jpg,"Granny plans Elly May's wedding with her ""fiance"", and misunderstands his proposition.",Paul Henning & Dick Wesson,20:45,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
9C7F904D-80DA-408F-9437-C54CD5D56515,Jed Buys Central Park,Jed-Buys-Central-Park.jpg,A grimy con man (Phil Silvers) tricks the Clampetts into buying Central Park.,Paul Henning & Dick Wesson,20:39,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
4F736D9D-21D1-4839-A184-D047898D6CB7,The Clampetts in New York,The-Clampetts-in-New-York.jpg,"The family sees all the sights of New York, and attempts to set up a cabin in Central Park.",Paul Henning & Dick Wesson,20:41,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
084299CE-60A2-4209-A5A0-300BCF604A5F,Manhattan Hillbillies,Manhattan-Hillbillies.jpg,"Granny has fun with a black Irish police officer (Sammy Davis, Jr.) while they are visiting in New York.",Paul Henning & Dick Wesson,20:11,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
B1083263-5E1B-4F5D-860A-073E2BD63BCB,The Clampetts in Washington,The-Clampetts-in-Washington.jpg,"The con artists follow the Clampetts to Washington, and sell them the White House.",Paul Henning & Dick Wesson,21:18,PG,"""I'll likely be in the East Room or some place sittin' on his Cabinet.""",Jethro,"The Clampetts head to Washington D.C to give their money to the President, and Honest John and Flo follow.",https://www.youtube.com/watch?v=XQu8TTBmGhA
357F937D-E1D9-428C-AE6E-F81EC8C73DBF,Jed Buys the Capitol,Jed-buys-the-capitol.jpg,Jed gets swindled into buying the Capitol Building and the Clampetts are taken to a psych ward for evaluation.,Paul Henning & Dick Wesson,21:46,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
BCA54B59-1D5A-4F4A-B92F-80087CE55C6D,Mark Templeton Arrives,Mark-Templeton-arrives.jpg,"Mark Templeton, a Navy frogman, arrives to court Elly May, but Granny misunderstands his profession and thinks he is half-human, half-frog.",Paul Henning & Dick Wesson,21:09,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
A405F766-E722-45B3-B251-6FD24F14DE89,Don't Marry a Frogman,Don't-Marry-a-Frogman.jpg,Granny puts her medical knowledge to work trying to figure out a cure for being half-frog.,Paul Henning & Dick Wesson,21:03,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
4FB8076E-0624-4E9F-A469-A280488DD1A9,"Doctor, Cure My Frog",Doctor-Cure-my-Frog.jpg,Granny is alarmed that Elly May and Jethro want to be frogmen like Mark.,Paul Henning & Dick Wesson,21:15,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
0912DBF1-CFC1-4647-87EE-D1079A8FEC5E,Do You Elly Take This Frog?,Do-You-Elly-Take-This-Frog.jpg,"Granny is desperate to keep Elly May from going into the water with Mark, believing she too will turn into a frog.",Paul Henning & Dick Wesson,20:46,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
4638EE6A-A6E1-41A0-9E2D-D9A3F19BC329,The Frog Family,The-Frog-Family.jpg,"To add to Granny's distress, Jed decides he too would like to be a frogman.",Paul Henning & Dick Wesson,21:17,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
CA8CD517-2DA3-4527-B67D-51B563710522,Farm in the Ocean,Farm-in-the-Ocean.jpg,Mr. Drysdale and Granny team up to run the frogman away from Elly May,Paul Henning & Dick Wesson,21:31,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
2DD5463C-6A29-484F-BFB8-EEE4EEFB0845,A Rose for Lotta,A-Rose-for-Lotta.jpg,Silver barons use an actress called Lotta Crabtree in a plot to hold Joe Cartwright hostage in exchange for timber wood.,David Dortort,0:43:41,PG,"""Hop Sing, you know you can't do that. Why if you left here, I'd waste away to a shadow. You know that.""",Hoss,,https://www.youtube.com/watch?v=XQu8TTBmGhA
11B94302-2221-4520-8BAB-576DC67C56AD,The Sun Mountain Herd,The-Sun-Mountain-Herd.jpg,A pair of greedy opportunists kiil antelope on Indian grounds and sell them for a large profit.,David Dortort and Gene L. Coon,0:43:46,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
2359B0F1-01F7-4A41-8927-69966FB6CC72,The Newcomers,The-Newcomers.jpg,Hoss falls for the fiancee of a treacherous prospector who suspects the Cartwrights of hiding gold.,Thomas Thompson,0:43:44,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
A1CD441E-3C2C-4317-B1AE-7DF72E56DC5A,The Paiute War,The-Paiute-War.jpg,A sinister trader starts a war with the Paiutes when he frames Adam for the assault of two Indian women.,Gene L. Coon,0:42:20,PG,,,"In the series opener, Ben refuses to sell the Ponderosa's timber to Alpheus Troy and his business cartel that wanting it for mine building.",https://www.youtube.com/watch?v=XQu8TTBmGhA
9E8D1EB2-5A78-4420-ACEC-69C753A55A0E,Enter Mark Twain,Enter-Mark-Twain.jpg,"As reporter Samuel Clemens, Mark Twain leads a fight against a corrupt judge.",Harold Shumate,0:43:23,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
F0612B48-2446-485E-8B70-861272258433,The Julia Bulette Story,The-Julia-Bulette-Story.jpg,Joe falls for gold digger Julia Bulette.,Al C. Ward,0:43:25,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
A77A4484-A190-40AB-9082-37A0010E5854,The Saga of Annie O'Toole,The-Saga-of-Annie-O'Toole.jpg,Annie O'Toole uses a filed claim to protect her gold mine.,Thomas Thompson,0:43:22,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
29C71C04-4C18-4D68-B105-289A902BD9E9,The Philip Diedesheimer Story,The-Phillip-Diedesheimer-Story.jpg,Pied Pioer Philip Diedesheimer fails to get paid for saving the salt mines of Virginia City from a cave-in.,Thomas Thompson,0:44:36,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
A5CF4C98-5994-42D7-B1D2-C2FE98E03A13,The Secret,The-Secret.jpg,"Joe is the victim of an elaborate frame-up, accused of murdering a pregnant girl.",John Hawkins,,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
54061931-FA2C-4458-8189-AC84CD599BB4,The Dream Riders,The-Dream-Riders.jpg,"To finance his dream of constructing an airship capable of crossing the Atlantic, Ben's old friend plans to rob the Virginia City bank while diverting the citizens' attention with a hot air balloon.","James Van Wagoner, Jack McClain",0:47:15,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
14E32620-5CE5-41CA-918A-21E6947B942E,Elizabeth My Love,Elizabeth-My-Love.jpg,"At the bedside of a seriously ill Adam, Ben thinks back to his days as a first mate in the merchant marines and his marriage to Adam's mother, Elizabeth Stoddard.",Anthony Lawrence,0:47:18,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
E13A2B6D-5121-4DF6-A4AB-A539A862B229,Sam Hill,Sam-Hill.jpg,"Blacksmith Sam Hill fights to keep the land on which his mother is buried, after his drunken father signs the deed over to Colonel Tyson and his private army.",David Dortort,0:47:10,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
619827A7-A8BE-42E6-B6C0-5873B6E3AE82,The Last Viking,The-Last-Viking.jpg,"Hoss meets his Uncle Gunnar for the first time, unaware that he commands a band of raiding comancheros.",Anthony Lawrence,0:49:23,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
B4E5C34D-CBEA-4F06-B6EE-AF69159527F0,The Trail Gang,The-Trail-Gang.jpg,"On a cattle drive back to Nevada from Texas, Ben hires a young man who is both an outlaw and the son of the sheriff whose town the Ponderosa cowhands are entering.",Carey Wilber,0:49:17,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
C03C01C8-0D33-4B72-96F1-35F77469D8DD,The Savage,The-Savage.jpg,"Adam's life is saved by a woman known to the Indians as White Buffalo Woman, but who is actually the daughter of Norwegian immigrants.","Joseph Stone, Paul King",0:49:23,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
6311B278-FD28-48AB-BA15-4BC466AB6B8B,Silent Thunder,Silent-Thunder.jpg,Little Joe becomes friendly with a deaf-mute named Ann Croft and tries to teach her sign language.,John Furia,0:49:20,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
FF4B227C-AC20-4920-A59A-E6F3F0C795AA,The Ape,The-Ape.jpg,"The Ape Hoss becomes friends with dull-witted Arnie Gurnie, who is a brute of a man with the mentality of a child. His temper scares everybody, including the Cartwrights.",Gene L. Coon,0:49:24,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
F5730A64-0BBE-4C77-A8DC-0E0AE18CDD05,The Blood Line,The-Blood-Line.jpg,"Ben feels responsible for the son of a man he was forced to kill, but the young man is determined to get even. A professional gunman offers to do the job for him.","William Raynor, Myles Wilder",0:49:38,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
77A2EDB4-3407-487F-987F-274F2B4960AE,Andy's Rival,Andys-Rival.jpg,"Opie has his first crush, who ignores him. Crestfallen he turns to Andy and Barney for advice. Barney steps in and tries to give him his advice about women.",Peter Baldwin,0:25:41,G,"""Of course Helen is lucky to have you too.""",Aunt Bee,,https://www.youtube.com/watch?v=XQu8TTBmGhA
AE7D10B5-F8D8-45CC-971D-983CD7537489,Malcolm at the Crossroads,Malcolm-at-the-Crossroads.jpg,"Malcolm Merriweather replaces Ernest T. Bass as school crossing guard, starting a conflict.",Gary Nelson,0:23:28,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
4B2F915B-A97D-4461-8C80-E6399FC476B3,"Aunt Bee, the Swinger",Aunt-Bee-the-Swinger.jpg,Aunt Bee and her new beau attempt to recapture their youth.,Larry Dobkin,0:24:27,G,,,Andy gets jealous when a big-city teacher arrives to work with Helen and ends up spending several evenings with her.,https://www.youtube.com/watch?v=XQu8TTBmGhA
5F7E1C4F-6B55-4E8B-8BCD-AF9803394881,The Bazaar,The-Bazaar.jpg,"Andy's new deputy, Warren Ferguson, arrests Aunt Bee and her friends for gambling at the church bazaar.",Sheldon Leonard,0:23:40,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
B9245AE5-6DC5-473E-A804-101CE4A012A0,A Warning from Warren,A-Warning-from-Warren.jpg,Warren believes a picnic will not go so well for Andy and Helen.,Alan Rafkin,0:24:22,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
DFE5A7F5-9778-4C17-A6A5-7021A5F57F66,Off to Hollywood,Off-to-Hollywood.jpg,The Taylors decide to take a trip to Hollywood after Andy is given a check from a studio that wants to make his life into a movie.,Alan Rafkin,0:24:20,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
8DC2AF28-0943-4EAF-893E-9749C558FDBC,Taylors in Hollywood,Taylors-in-Hollywood.jpg,"The Taylors visit the studio where the movie based on Andy's life, Sheriff Without a Gun, is being shot.",Alan Rafkin,0:24:28,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
99304B69-D11E-451E-BEBD-9FAC02EAB0F4,The Hollywood Party,The-Hollywood-Party.jpg,"Andy poses with a Hollywood starlet, jeopardizing his relationship with Helen.",Alan Rafkin,0:24:23,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
8F3A08A4-2326-43D0-895F-7BF4B3940A8F,Aunt Bee on TV,Aunt-Bee-on-TV.jpg,"Aunt Bee wins a lot of new appliances on a TV quiz show, but she loses her friends as a result.",Alan Rafkin,0:24:23,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
6577AC58-A156-4020-8B20-BBE9E351236D,The Cannon,The-Cannon.jpg,"Through sheer luck, Warren catches a pair of thieves with his supposed ""knowledge"" of cannons.",Alan Rafkin,0:24:18,G,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
4A6550B5-797C-462D-9A57-F8C210721947,The Sheriff of Smoke Tree,The-Sheriff-of-Smoke-Tree.jpg,No one in the town of Smoke Tree will take the job of Sheriff; they are too terrified to fight the Lem Carter gang. It is up to The Lone Ranger to step in and free the town from the gangâs iron fist.,Fran Striker,n/a,PG,,,"The Lone Ranger and Tonto go into action when a little mining camp proves too small, and a gang of gunfighters too tough, to permit a full time sheriff.",https://www.youtube.com/watch?v=XQu8TTBmGhA
3B24001B-DBFD-48C2-A8D4-4AD9BD8D2CD2,The Counterfeit Mask,The-Counterfeit-Mask.jpg,"A gunman the Lone Ranger helped convict and sent to prison takes revenge by posing in an identical Lone Ranger uniform to rob, pillage and murder.",Fran Striker,n/a,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
2338120A-DA18-41E4-9280-B81C5B256D50,No Handicap,No-Handicap.jpg,The Lone Ranger and Tonto clash with a band of marauders that are terrorizing a wide area of the southwest,Fran Striker,n/a,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
0C46B157-F883-4625-BB73-AE85B756E754,The Cross of Santo Domingo,The-Cross-of-Santo-Domingo.jpg,"The Lone Ranger and Tonto, riding through the desert, encounter outlaws who have stolen the golden, jeweled Cross of Santo Domingo.",Fran Striker,n/a,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
AE95C975-B189-4381-8EBC-929E0F025B13,White Hawk's Decision,White-Hawks-Decision.jpg,The Lone Ranger and Tonto help an elderly Indian chief determine the future of his impoverished tribe through the choice of which son will succeed him.,Fran Striker,n/a,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
F8446126-D7AC-4330-9DD2-F53FF884ED65,The Return of Don Pedro O'Sullivan,The-Return-of-Don-Pedro-OSullivan.jpg,The Lone Ranger impersonates two men in his efforts to help a Mexican patriot cross the border into Mexico to battle a dictator.,Fran Striker,n/a,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
F673447C-4FF2-4D39-84DE-60438C8AF747,Calling Doctor Baxter,Calling-Dr-Baxter.jpg,"Bob tries to find a husband for his widowed sister, Margaret.",PHenning,0:25:24,PG,"""Every instinct says kill, kill, kill.""-Bob",Bob,,https://www.youtube.com/watch?v=XQu8TTBmGhA
F1D34FF0-55F4-4E25-8AD5-F715549C1177,Collins The Crooner,Collins-The-Crooner.jpg,A newspaper columnist reports that Bob is to record an album.,"PHenning, DWeson",0:25:25,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
E174803D-BCB3-4DC8-934E-99853776D492,The Hot Dog Stand,The-Hot-Dog-Stand.jpg,"David, Wally, and Chuck take over management of the campus hot dog stand.","Ozzie, Don Nelson",0:29:29,PG,"""They won't let you eat in class""-Ozzie",Ozzie,,https://www.youtube.com/watch?v=XQu8TTBmGhA
263ADA6A-E347-4889-972C-51FF3091B64B,David and the Mermaid,Davi-And-The-Mermaid.jpg,David is in an ocean of trouble with June when he goes missing with a beautiful mermaid.,"Ozzie, Don Nelson",0:29:04,PG,,,"Managing the Hot dog stand seemed like a great idea, until the boys run into some unexpected trouble.",https://www.youtube.com/watch?v=XQu8TTBmGhA
88529856-5421-4D3E-AC93-15798A6FDF2A,Tonsils,tonsils.jpg,Riley visits the company doctor after swallowing a small fish bone. The doctor finds he's suffering from tonsillitis and needs an operation immediately.,Merwin Gerard,0:24:25,PG,"""It began here in the Allied bar and grille""-narrator",Narrator,,https://www.youtube.com/watch?v=XQu8TTBmGhA
9A228D0D-4313-4AF6-9991-20F405C409CD,Babs and Simon Step Out,babs-and-simon.jpg,"Riley's insistence that Babs has nothing to do with Simon comes between him and Babs. He forbids her to see him, then when she sneaks around behind his back, he chases Simon off. Both his wife and daughter are very upset with him.",Collier Young/Larry Marcus,0:26:22,PG,,,,https://www.youtube.com/watch?v=XQu8TTBmGhA
46A3572F-5E61-4C93-A56B-A7FC742E1DB6,Stampede at Tent City,Stampede-at-Tent-City.jpg,"Bat encounters a group of wranglers who are stealing horses. A old flame of Bat's asks him to rescue her current beau, accused of murder and shackled to a tree by a lynch mob led by the slain man's brother who leads the wranglers.",Frank Pitman,0:25:51,PG,"""Listen, I'm going to stay in your town or a while.""-Bat",Bat,,https://www.youtube.com/watch?v=XQu8TTBmGhA
9647A54A-A342-448C-A316-5484F46C0C2C,The Fighter,The-Fighter.jpg,"Bat wins the contract of a young fighter from his unscrupulous manager, then trains him for one honest fight, betting all his poker winnings on it. The boxer's former manager doesn't want a fair fight and plans to ensure the boxer loses.",Frank Pitman,0:25:52,PG,,,"On May 20, 1886 Bat arrives in Silverton, Colorado where he finds a fight in progress but when the manager of the fight ties the right arm of the younger fighter down, Bat soon intervenes as the young man takes a beating.",https://www.youtube.com/watch?v=XQu8TTBmGhA
037A4CF8-B79F-4338-B68E-E655744121DF,Goldie Crosses the Tracks,Goldie-Crosses-The-Tracks.jpg,"Goldie, a showgirl turned manicurist, becomes the guardian of three teenagers when she is named executrix of a millionaire's estate.",Stanley Roberts,0:25:40,PG,"""No, not you I was Talking to Nicky""-Dad",Dad,A talkative manicurist inherits a legacy and the custody of three children from a rich Wall Street broker customer.,https://www.youtube.com/watch?v=XQu8TTBmGhA
482BF8CA-394E-46B4-89DF-65C83C83F8CF,Art for Goldie's Sake,Art-For-Goldie's-Sake.jpg,Pat decides to move to Greenwich Village and to study art with a bunch of beatniks in spite of Goldie's objections.,Stanley Roberts,0:25:20,PG,"""I can lower myself with my shoelaces""-Goldie",Goldie,,https://www.youtube.com/watch?v=XQu8TTBmGhA
5FCF3C67-2384-48AC-B7F3-5E11388E0E20,High Fever,High-Fever.jpg,"Vickie insists that Gus receive medical treatment when he comes down with a low-grade temperature, but the only doctor she is able to locate is a wisecracking obstetrician.","George Tibbles, Bill Kelsay",0:24:38,PG,"""Honey, breakfast, sunnyside up!""-Vickie Angel",Vickie,"Big men are little boys, and little boys are husbands",https://www.youtube.com/watch?v=XQu8TTBmGhA
E312A14C-051D-4600-88DE-A6A8BEB182A3,The Tree in the Driveway,The-Tree-in-The-Driveway.jpg,Vickie gets the neighbors to sign a petition to stop the city from removing a tree from the parkway.,"George Tibbles, Bill Kelsay",0:26:08,PG,"""Nobody stays more than 20 minutes past coffe cake""-Vickie",Vickie,,https://www.youtube.com/watch?v=XQu8TTBmGhA